map_size,p_frozen,gamma,is_slippery,move_cost,iter_type,n_i,runtime(s)
12,0.8,0.8,False,0,value,8,0.02
12,0.8,0.8,False,0,policy,23,0.03
12,0.8,0.8,False,-0.01,value,17,0.01
12,0.8,0.8,False,-0.01,policy,23,0.02
12,0.8,0.8,True,0,value,18,0.06
12,0.8,0.8,True,0,policy,75,0.06
12,0.8,0.8,True,-0.01,value,6,0.04
12,0.8,0.8,True,-0.01,policy,54,0.04
12,0.8,0.9,False,0,value,5,0.00
12,0.8,0.9,False,0,policy,23,0.03
12,0.8,0.9,False,-0.01,value,17,0.00
12,0.8,0.9,False,-0.01,policy,23,0.04
12,0.8,0.9,True,0,value,17,0.12
12,0.8,0.9,True,0,policy,143,0.12
12,0.8,0.9,True,-0.01,value,7,0.08
12,0.8,0.9,True,-0.01,policy,93,0.08
12,0.9,0.1,False,0,value,5,0.00
12,0.9,0.1,False,0,policy,12,0.01
12,0.9,0.1,False,-0.01,value,18,0.00
